ACHE	COL1A1
COL1A1	IGFBP3
IGFBP3	IGF1R
IGF1R	TP53
TP53	ETS1
COL1A1	UBL4A
UBL4A	TXN
TXN	NFKB1
UBL4A	KPNA2
KPNA2	RELA
COL1A1	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
UBL4A	SMN1
SMN1	RXRA
IGFBP3	FN1
FN1	RARA
RARA	RXRB
RARA	RXRG
UBL4A	FUS
FUS	SPI1
IGF1R	CSK
CSK	JUN
CHRNA1	CHRNG
CHRNG	KRT31
KRT31	TSG101
TSG101	EP300
EP300	ETS1
KRT31	HDAC4
HDAC4	NFKB1
KRT31	PIN1
PIN1	RELA
KRT31	LMO4
LMO4	PPARG
EP300	RXRA
TSG101	NR3C1
NR3C1	RXRB
PPARG	RXRG
TSG101	NONO
NONO	SPI1
PIN1	JUN
CHRND	CHRNA1
CHRNE	CHRNA1
CHRNA3	Ubqln1
Ubqln1	Bcr
Bcr	Rac1
Rac1	Mapk1
Mapk1	TP53
Rac1	Traf6
Traf6	ECSIT
ECSIT	NFKB1
ECSIT	RELA
Rac1	dsh
dsh	MED14
MED14	PPARG
dsh	MED25
MED25	RXRA
Traf6	Nr0b2
Nr0b2	RARA
Nr0b2	RXRG
Traf6	1-Dec
1-Dec	NONO
Mapk1	HIF1A
HIF1A	JUN
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	TP53
YWHAZ	COPS5
COPS5	NFKB1
YWHAZ	PRMT5
PRMT5	RELA
YWHAZ	CTNNB1
CTNNB1	PPARG
YWHAH	CBL
CBL	SRC
SRC	RXRA
YWHAH	YWHAG
YWHAG	AKAP13
AKAP13	RXRB
YWHAZ	AJUBA
AJUBA	RXRG
CBL	MAPK8
MAPK8	SPI1
YWHAH	ABL1
ABL1	JUN
CHRNA7	FYN
FYN	BCL3
BCL3	EP300
BCL3	NFKB1
FYN	NR3C1
NR3C1	RELA
FYN	CTNNB1
BCL3	RXRA
FYN	VAV1
VAV1	SPI1
BCL3	JUN
CHRNA9	POM121
POM121	BRCA1
BRCA1	ETS1
CHRNA9	KIF5B
KIF5B	COPS5
CHRNA9	CHEK1
CHEK1	RELA
CHEK1	RB1
RB1	PPARG
RELA	RXRA
CHRNA9	PBXIP1
PBXIP1	MDFI
MDFI	NR1H2
NR1H2	RXRB
CHEK1	CUL1
CUL1	RXRG
CHRNA9	YKT6
YKT6	ARF1
ARF1	SPI1
BRCA1	JUN
CHRNB3	TYRO3
TYRO3	SRC
SRC	CREBBP
CREBBP	ETS1
SRC	STAT3
STAT3	NFKB1
STAT3	RELA
CREBBP	PPARG
SRC	THRB
THRB	RXRB
THRB	RXRG
SRC	HDAC3
HDAC3	SPI1
STAT3	JUN
CHRNB4	Ubqln1
NFKB1	CCL4
RELA	CCL4
PPARG	ACSL4
PPARG	GK
PPARG	OLR1
RXRA	ACSL4
RXRA	GK
RXRA	OLR1
RXRB	ACSL4
RXRB	GK
RXRB	OLR1
RXRG	ACSL4
RXRG	GK
RXRG	OLR1
JUN	CCL4
NFKB1	CEBPG
RELA	CEBPG
SPI1	CD68
SPI1	CHI3L1
ETS1	CSNK2B
NFKB1	IL2RA
RELA	IL2RA
ETS1	IL5
JUN	IL5
SPI1	IL5
ETS1	SPP1
JUN	SPP1
