HTR2A	CBL
CBL	HSPA4
HSPA4	NFKB1
CBL	GRB2
GRB2	HSP90AA1
HSP90AA1	PPARA
CBL	CTNNB1
CTNNB1	PPARG
CTNNB1	ESR1
CBL	YWHAZ
YWHAZ	TP53
CTNNB1	PPARD
CBL	BAG1
BAG1	RARA
CBL	HSPA8
HSPA8	POU2F1
CBL	SMAD3
SMAD3	CEBPA
CTNNB1	BRCA1
HSPA8	RELA
CBL	SRC
SRC	RXRA
PPARG	RXRB
PPARG	RXRG
CTNNB1	HIF1A
CBL	ABL1
ABL1	CREB1
DRD2	FLNA
FLNA	REL
REL	NFKB1
DRD2	CALM1
CALM1	HSP90AA1
FLNA	ITGB1
ITGB1	PRKCA
PRKCA	PPARG
CALM1	ESR1
FLNA	RANBP2
RANBP2	TP53
HSP90AA1	PPARD
DRD2	PAWR
PAWR	SQSTM1
SQSTM1	RARA
FLNA	LMNA
LMNA	LMNB1
LMNB1	POU2F1
LMNA	KAT5
KAT5	CEBPA
DRD2	EPB41L1
EPB41L1	ITPR1
ITPR1	BRCA1
REL	RELA
LMNA	PML
PML	RXRA
RANBP2	AKAP13
AKAP13	RXRB
FLNA	ITGB3
ITGB3	ITGB3BP
ITGB3BP	RXRG
EPB41L1	COPS5
COPS5	HIF1A
DRD2	PPP1R9B
PPP1R9B	PPP1CA
PPP1CA	CREB1
GRIA2	GRIP1
GRIP1	HDAC1
HDAC1	NFKB1
GRIA2	SDCBP
SDCBP	SIAH1
SIAH1	UBE2I
UBE2I	PPARA
GRIP1	PPARG
SDCBP	SMARCA2
SMARCA2	ESR1
SDCBP	TRIM32
TRIM32	TP53
GRIP1	CTNNB1
TRIM32	RARA
SDCBP	EPRS
EPRS	POU2F1
GRIP1	VDR
VDR	CEBPA
SDCBP	MID2
MID2	BRCA1
GRIP1	CREBBP
CREBBP	RELA
TRIM32	RXRA
SDCBP	TRAF6
TRAF6	HIF1A
CREBBP	CREB1
GRIA3	GRIP1
GRIA3	SDCBP
TP53	GADD45A
TP53	GADD45B
NFKB1	GADD45B
RELA	GADD45B
PPARA	DBI
PPARA	FADS2
RXRA	DBI
RXRA	FADS2
RXRB	DBI
RXRB	FADS2
RXRG	DBI
RXRG	FADS2
HIF1A	ADM
CREB1	F3
NFKB1	F3
RELA	F3
BRCA1	GADD45A
CEBPA	GADD45A
ESR1	GADD45A
NFKB1	GADD45A
POU2F1	GADD45A
PPARA	GADD45A
PPARD	GADD45A
PPARG	GADD45A
RARA	GADD45A
ESR1	GADD45B
PPARA	GADD45B
PPARD	GADD45B
PPARG	GADD45B
RARA	GADD45B
NFKB1	VWF
POU2F1	VWF
