GABRA1	PRKCD
PRKCD	SP1
PRKCD	EP300
EP300	TFAP2A
PRKCD	TP53
EP300	ESR1
PRKCD	STAT3
STAT3	NFKB1
STAT3	JUN
STAT3	RELA
SP1	POU2F1
PRKCD	APP
APP	HMGA1
HMGA1	POU2F2
EP300	CEBPB
PRKCD	STAT1
PRKCD	FLI1
EP300	STAT5A
PRKCD	INSR
INSR	STAT5B
STAT3	TRIM28
TRIM28	STAT4
EP300	CREB1
EP300	REL
PRKCD	YWHAG
YWHAG	YAP1
APP	MYC
EP300	EGR1
STAT3	PML
PML	SPI1
EP300	ETS1
EP300	ATF2
EP300	SMAD3
STAT3	PGR
PRKCD	ELAVL1
ELAVL1	CEBPA
STAT3	HIF1A
EP300	STAT2
STAT3	STAT6
EP300	SP3
PRKCD	HSP90AA1
HSP90AA1	PPARA
EP300	PPARG
STAT3	SMAD1
SMAD1	LEF1
EP300	USF2
EP300	RXRA
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
EP300	CREBBP
EP300	ARNT
EP300	ATF4
PRKCD	VHL
VHL	GLI1
STAT3	HDAC1
HDAC1	GLI2
PRKCD	GSK3A
GSK3A	GLI3
PML	E2F4
STAT3	IL1RAP
IL1RAP	MYD88
EP300	BRCA1
BRCA1	ATF1
EP300	gag-pol
gag-pol	NFAT5
EP300	NFATC1
STAT3	MAPK8
MAPK8	NFATC3
MAPK8	NFATC4
ELAVL1	DAZAP2
DAZAP2	TCF7
ELAVL1	TCF7L2
EP300	CTNNB1
CTNNB1	TCF7L1
EP300	BCL6
STAT3	NFKB2
STAT3	MAPK1
PRKCD	SNCA
SNCA	MAPK3
EP300	MAPK14
PML	MAPK11
PRKCD	VCP
VCP	MAPK13
TP53	MAPK9
TP53	MAPK10
EP300	TP63
TP63	ETV4
NFATC1	EGR2
INSR	IRF7
EP300	TAL1
EP300	ETS2
NFKB1	IRF8
EP300	IRF1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
TP53	TFAP2A
TP53	ESR1
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
ZCCHC10	PIN1
PIN1	JUN
TP53	RELA
SDCBP2	PRPF40A
PRPF40A	XRCC6
XRCC6	POU2F1
XRCC6	POU2F2
PRPF40A	HNRNPK
HNRNPK	CEBPB
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	STAT1
PRPF40A	PIAS1
PIAS1	FLI1
SDCBP2	PRPF38A
PRPF38A	CSNK2B
CSNK2B	STAT5A
TIFA	TRAF6
TRAF6	NTRK1
NTRK1	STAT5B
SDCBP2	BEND7
BEND7	TRIM27
TRIM27	PIAS2
PIAS2	STAT4
TP53	CREB1
SDCBP2	SEC23A
SEC23A	HSPA4
HSPA4	REL
PIN1	YAP1
SDCBP2	C1orf35
C1orf35	APP
TP53	EGR1
PRPF40A	NONO
NONO	SPI1
TP53	ETS1
TRAF6	STAT3
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
TP53	SMAD3
ZCCHC10	RBM39
RBM39	PGR
BEND7	C1QBP
C1QBP	CEBPA
TRAF6	HIF1A
STAT1	STAT2
ZCCHC10	EEF1A1
EEF1A1	STAT6
PRPF40A	SFPQ
SFPQ	SP3
PRPF40A	UBE2I
UBE2I	PPARA
PIN1	PPARG
TRIM27	PIAS4
PIAS4	LEF1
TP53	EP300
UBE2I	RXRA
IRAK1	CUL1
CUL1	RXRG
TP53	CREBBP
HIF1A	ARNT
IRAK1	BTRC
BTRC	ATF4
TRAF6	ITCH
ITCH	GLI1
TRIM27	HDAC1
TRAF6	KRAS
KRAS	GLI3
CEBPA	E2F4
TRAF6	MYD88
PRPF40A	CSNK2A2
CSNK2A2	ATF1
PIN1	gag-pol
UBE2I	NFATC1
PRPF40A	UBQLN4
UBQLN4	DAZAP2
UBE2I	TCF7L2
ZNF581	SUV39H1
SUV39H1	CTNNB1
TP53	BCL6
TP53	MAPK1
TP53	MAPK3
TP53	MAPK14
IRAK1	BAG3
BAG3	MAPK11
TRAF6	VCP
PRPF40A	HTT
HTT	ETV4
UBE2I	EGR2
