HTR2A	CBL
CBL	CTNNB1
CTNNB1	CREBBP
CBL	GRB2
GRB2	EP300
CTNNB1	HIF1A
EP300	ARNT
CTNNB1	FOXO3
CBL	HSPA4
HSPA4	NFKB1
CBL	HSPA8
HSPA8	RELA
DRD2	FLNA
FLNA	REL
REL	CREBBP
REL	EP300
DRD2	EPB41L1
EPB41L1	COPS5
COPS5	HIF1A
DRD2	CALM1
CALM1	HSP90AA1
HSP90AA1	ARNT
CALM1	AKT1
AKT1	FOXO3
REL	NFKB1
REL	RELA
GRIA2	GRIP1
GRIP1	CREBBP
GRIA2	SDCBP
SDCBP	ZBTB8A
ZBTB8A	EP300
SDCBP	TRAF6
TRAF6	HIF1A
SDCBP	SIAH1
SIAH1	PIAS2
PIAS2	ARNT
GRIP1	CTNNB1
GRIP1	HDAC1
HDAC1	NFKB1
CREBBP	RELA
GRIA3	GRIP1
GRIA3	SDCBP
CTNNB1	CCND3
FOS	MMP9
RELA	IL6
CREBBP	GAPDH
CREBBP	PFKL
EP300	GAPDH
EP300	PFKL
HIF1A	GAPDH
STAT5A	CCND1
STAT6	MYC
NFKB1	FIGF
