GABRA1	PRKCD
PRKCD	EP300
EP300	PPARG
EP300	RXRA
PRKCD	APP
APP	AKAP13
AKAP13	RXRB
PPARG	RXRG
PRKCD	STAT3
STAT3	JUN
PRKCD	STAT1
PRKCD	TP53
PRKCD	SP1
STAT3	HIF1A
PRKCD	YWHAG
YWHAG	YAP1
EP300	CREB1
EP300	ETS1
EP300	TFAP2A
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	PIN1
PIN1	PPARG
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	RXRA
SDCBP2	C1orf35
C1orf35	APP
SDCBP2	TIFA
TIFA	IRAK1
IRAK1	CUL1
CUL1	RXRG
PIN1	JUN
IRAK1	STAT1
ZCCHC10	TP53
TP53	SP1
TIFA	TRAF6
TRAF6	STAT3
TRAF6	HIF1A
PIN1	YAP1
TP53	CREB1
TP53	ETS1
TP53	TFAP2A
GABRA4	APP
APP	RFX5
RFX5	PPARG
APP	GSK3B
GSK3B	RXRA
APP	MAPK8
MAPK8	NR4A1
NR4A1	RXRG
MAPK8	JUN
APP	HDAC4
HDAC4	STAT1
MAPK8	TP53
MAPK8	SP1
MAPK8	STAT3
APP	MCM7
MCM7	HIF1A
APP	TAF6
TAF6	YAP1
APP	KAT5
KAT5	CREB1
APP	MAPK7
MAPK7	ETS1
APP	MYC
MYC	TFAP2A
GABRB1	NOD1
NOD1	UBC
UBC	SFPQ
SFPQ	PPARG
NOD1	CASP2
CASP2	RXRA
NOD1	HSP90AA1
HSP90AA1	NR3C1
NR3C1	RXRB
UBC	CUL1
NOD1	CASP9
CASP9	JUN
UBC	BRCA1
BRCA1	STAT1
NOD1	RNF34
RNF34	TP53
HSP90AA1	SP1
HSP90AA1	STAT3
NOD1	PSMA7
PSMA7	HIF1A
UBC	ABL1
ABL1	YAP1
GABRB2	TRAK2
TRAK2	GSK3B
GSK3B	CTNNB1
CTNNB1	PPARG
TRAK2	KLC1
KLC1	APP
TRAK2	PRKAB2
PRKAB2	MDFI
MDFI	NR1H2
NR1H2	RXRG
GSK3B	JUN
PRKAB2	GNB2L1
GNB2L1	STAT1
GSK3B	TP53
PRKAB2	CRX
CRX	SP1
GSK3B	BCL3
BCL3	STAT3
GNB2L1	HIF1A
TRAK2	PRKAG1
PRKAG1	SIP2
SIP2	YAP1
GSK3B	CREB1
GABRB3	PRKCA
PRKCA	PPARG
GABRB3	MEOX2
MEOX2	RELA
RELA	RXRA
MEOX2	RARB
RARB	RXRB
RARB	RXRG
RELA	JUN
MEOX2	CIAPIN1
CIAPIN1	STAT1
RELA	TP53
RELA	SP1
RELA	STAT3
RELA	HIF1A
MEOX2	PIN1
GABRB3	PRKACA
PRKACA	CREB1
PRKCA	EP300
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	UBQLN4
UBQLN4	RXRA
UBQLN1	UBE3A
UBE3A	RARA
RARA	RXRG
UBQLN1	HCVgp1
HCVgp1	JUN
UBQLN1	MTOR
MTOR	STAT1
UBQLN1	RAD23A
RAD23A	TP53
MTOR	STAT3
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	UBQLN2
UBQLN2	YAP1
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	EPS15
EPS15	TFAP2A
GABRE	GPAA1
GPAA1	PIN1
GABRE	LSR
LSR	RARG
RARG	RXRA
RARG	RXRB
RARG	RXRG
GABRE	HLA-A
HLA-A	STAT3
GABRE	ALG9
ALG9	RTF1
RTF1	STAT1
GABRE	CUX1
CUX1	EHMT2
EHMT2	TP53
CUX1	CCNA1
CCNA1	SP1
GABRE	FAM189B
FAM189B	YAP1
CUX1	RECQL5
RECQL5	CREB1
CUX1	SATB1
SATB1	EP300
FAM189B	HECW2
HECW2	TFAP2A
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	PPARG
NEDD4	SRC
SRC	RXRA
PPARG	RXRB
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
GABARAP	ATG7
ATG7	STAT1
GABARAP	DVL2
DVL2	TP53
NEDD4	SMAD3
SMAD3	SP1
GABARAP	TBC1D15
TBC1D15	STAT3
GABARAP	SQSTM1
SQSTM1	HIF1A
TAX1BP1	RAD18
RAD18	YAP1
NEDD4	AKT1
AKT1	CREB1
ATG7	EP300
PPARG	TFAP2A
TNFSF11	EZH2
EZH2	PPARG
TNFSF11	SRC
TNFSF11	EEF1A1
EEF1A1	MDM2
MDM2	JUN
SRC	STAT1
SRC	TP53
EEF1A1	HSP90AA1
SRC	STAT3
EEF1A1	GNB2L1
EEF1A1	POLR2A
POLR2A	YAP1
EZH2	BRCA1
BRCA1	CREB1
BRCA1	ETS1
BRCA1	TFAP2A
GLI3	WNT16
LEF1	CCND1
CREBBP	PFKFB4
ARNT	CDKN1A
ARNT	ALDOA
TEAD1	SNAI2
TEAD4	CCND3
CREB3L1	MITF
MYC	MMP2
NFKB1	TRAF3
NFKB2	BIRC2
ATF2	MCL1
FOXO3	PCK2
CREB3L3	BCL2
PPARA	ANGPTL4
PPARD	CPT1C
PPARD	UBC
PPARG	SCD5
RXRA	CPT2
RXRA	ACSL1
RXRB	ILK
RXRB	MMP1
NFYC	HLA-DRB4
RFXAP	HLA-DQA2
RFXAP	HLA-DRA
RFXAP	HLA-DRB4
RFXAP	HLA-DRB5
MAPK12	IL1A
MAPK12	IL1B
TFAP2A	CALB2
ATF1	CALCA
RARB	CRABP2
JUN	TFF1
ETS2	VWF
