GABRA1	PRKCD
PRKCD	STAT3
STAT3	IL1RAP
IL1RAP	MYD88
PRKCD	INSR
INSR	IRF7
PRKCD	IKBKB
IKBKB	MEOX2
MEOX2	PAX1
PRKCD	SP1
SP1	POU2F1
STAT3	NFKB1
STAT3	RELA
PRKCD	APP
APP	HMGA1
HMGA1	POU2F2
NFKB1	IRF8
PRKCD	EP300
EP300	IRF1
STAT3	HIF1A
EP300	RXRA
APP	AKAP13
AKAP13	RXRB
EP300	PPARG
PPARG	RXRG
EP300	SP3
STAT3	MAPK1
PRKCD	SNCA
SNCA	MAPK3
STAT3	JUN
EP300	FOS
EP300	MAPK14
STAT3	PML
PML	MAPK11
PRKCD	VCP
VCP	MAPK13
STAT3	MAPK8
PRKCD	TP53
TP53	MAPK9
TP53	MAPK10
EP300	IRF5
EP300	EGR1
EP300	CREB1
EP300	CEBPB
PML	SPI1
PRKCD	HSP90AA1
HSP90AA1	NFIC
EP300	TFAP2A
HSP90AA1	PPARA
EP300	IRF3
EP300	CREBBP
EP300	ARNT
EP300	ATF2
STAT3	HDAC1
HDAC1	CREM
GABRG2	GABARAP
GABARAP	SQSTM1
SQSTM1	MYD88
GABARAP	TAX1BP1
TAX1BP1	TNFAIP3
TNFAIP3	IRF7
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	MEOX2
NEDD4	EPRS
EPRS	POU2F1
SMAD3	SP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	KEAP1
KEAP1	RELA
GABARAP	FKBP4
FKBP4	NR3C1
NR3C1	POU2F2
SQSTM1	IRF8
NEDD4	MDM2
MDM2	IRF1
SQSTM1	HIF1A
NEDD4	SRC
SRC	RXRA
NEDD4	PPARG
PPARG	RXRB
GABARAP	ATG7
ATG7	EP300
SQSTM1	MAPK1
NEDD4	SNCA
TAX1BP1	ITCH
ITCH	JUN
SMAD3	FOS
SQSTM1	MAPK14
NEDD4	MAPKAPK3
MAPKAPK3	MAPK11
GABARAP	MAPK15
MAPK15	MAPK12
MAPK12	MAPK13
NEDD4	EGFR
EGFR	MAPK8
EGFR	MAPK9
GABARAP	DVL2
DVL2	TP53
TAX1BP1	TRAF6
TRAF6	IRF5
NEDD4	ERBB3
ERBB3	EGR1
NEDD4	AKT1
AKT1	CREB1
SMAD3	CEBPB
DVL2	CSNK2A1
CSNK2A1	SPI1
KEAP1	HSP90AA1
PPARG	TFAP2A
ATG7	SIRT1
SIRT1	PPARA
TAX1BP1	IKBKE
IKBKE	IRF3
SMAD3	CREBBP
SMAD3	ATF2
CREBBP	CREM
GABRA3	SDCBP2
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	MYD88
TRAF6	IRF7
SDCBP2	PRPF40A
PRPF40A	CYFIP1
CYFIP1	MEOX1
MEOX1	PAX1
PRPF40A	XRCC6
XRCC6	POU2F1
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	RELA
XRCC6	POU2F2
TRAF6	IRF8
SDCBP2	SEC23A
SEC23A	STUB1
STUB1	IRF1
TRAF6	HIF1A
PRPF40A	UBE2I
UBE2I	RXRA
SDCBP2	C1orf35
C1orf35	APP
TIFA	IRAK1
IRAK1	CUL1
CUL1	RXRG
PRPF40A	SFPQ
SFPQ	SP3
TP53	MAPK1
TP53	MAPK3
ZCCHC10	PIN1
PIN1	JUN
UBE2I	FOS
TP53	MAPK14
IRAK1	BAG3
BAG3	MAPK11
TRAF6	VCP
SDCBP2	C11orf57
C11orf57	MAPK8
TP53	EGR1
TP53	CREB1
PRPF40A	HNRNPK
