GABRA1	PRKCD
PRKCD	STAT3
STAT3	RB1
RB1	PAX2
PRKCD	TP53
STAT3	NFKB1
STAT3	HIF1A
STAT3	JUN
PRKCD	APP
APP	MYC
TP53	WT1
STAT3	RELA
PRKCD	EP300
EP300	FOS
EP300	EGR1
EP300	CREB1
PRKCD	STAT1
EP300	CREBBP
EP300	ARNT
EP300	PAX5
PRKCD	HSP90AA1
HSP90AA1	NFIC
PRKCD	SP1
PRKCD	ELAVL1
ELAVL1	CEBPA
GABRA3	SDCBP2
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	PAX2
SDCBP2	ZCCHC10
ZCCHC10	TP53
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
ZCCHC10	PIN1
PIN1	JUN
SDCBP2	C1orf35
C1orf35	APP
TP53	RELA
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	FOS
TP53	EGR1
TP53	CREB1
TIFA	IRAK1
IRAK1	STAT1
TP53	CREBBP
TP53	EP300
HIF1A	ARNT
TRAF6	MYB
MYB	PAX5
TRAF6	SMURF1
SMURF1	NFIC
TP53	SP1
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
GABRA4	APP
APP	MAPK8
MAPK8	TP53
APP	GSK3B
GSK3B	NFKB1
APP	MCM7
MCM7	HIF1A
MAPK8	JUN
APP	EEF1D
EEF1D	RELA
APP	MAPK7
MAPK7	FOS
RELA	EGR1
APP	KAT5
KAT5	CREB1
APP	HDAC4
HDAC4	STAT1
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
ELAVL1	NFIC
MAPK8	SP1
MAPK8	CEBPA
GABRB1	NOD1
NOD1	UBC
UBC	BRCA1
BRCA1	PAX2
NOD1	RNF34
RNF34	TP53
NOD1	COPS6
COPS6	NFKB1
NOD1	PSMA7
PSMA7	HIF1A
NOD1	CASP9
CASP9	JUN
NOD1	HSP90AA1
HSP90AA1	MYC
UBC	ABL1
ABL1	FOS
BRCA1	STAT1
HSP90AA1	ARNT
CASP9	RB1
RB1	PAX5
HSP90AA1	SP1
UBC	C1QBP
GABRB2	TRAK2
TRAK2	PLK1
PLK1	BRCA1
TRAK2	GSK3B
GSK3B	TP53
TRAK2	PRKAB2
PRKAB2	GNB2L1
GNB2L1	HIF1A
GSK3B	JUN
GSK3B	MYC
GSK3B	RELA
GSK3B	BCL3
BCL3	FOS
GSK3B	CREB1
GNB2L1	STAT1
PRKAB2	REL
REL	CREBBP
TRAK2	PRKAA1
PRKAA1	EP300
PRKAB2	PIAS2
PIAS2	ARNT
GSK3B	MAPK1
MAPK1	PAX5
GSK3B	HSP90AA1
PRKAB2	CRX
CRX	SP1
PRKAB2	YY1AP1
YY1AP1	CEBPA
GABRB3	MEOX2
MEOX2	RELA
RELA	BRCA1
RELA	TP53
RELA	NFKB1
RELA	HIF1A
RELA	JUN
MEOX2	KAT5
KAT5	MYC
RELA	EZH2
EZH2	WT1
RELA	FOS
GABRB3	PRKACA
PRKACA	CREB1
MEOX2	CIAPIN1
CIAPIN1	STAT1
RELA	CREBBP
GABRB3	PRKCA
PRKCA	EP300
PRKACA	HSP90AA1
RELA	SP1
KAT5	CEBPA
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	RAD23A
RAD23A	TP53
UBQLN1	RAD23B
RAD23B	HIF1A
UBQLN1	HCVgp1
HCVgp1	JUN
RAD23A	CREBBP
CREBBP	EGR1
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	MTOR
MTOR	STAT1
UBQLN1	GAPDH
GAPDH	EP300
UBQLN1	C1QTNF2
C1QTNF2	ARNT
UBQLN1	VCP
VCP	MAPK1
UBQLN1	PSEN2
UBQLN1	UBE3A
UBE3A	CEBPA
GABRE	CUX1
CUX1	CCNA1
CCNA1	RB1
CUX1	EHMT2
EHMT2	TP53
GABRE	HLA-A
HLA-A	STAT3
CUX1	BIN1
BIN1	MYC
CUX1	SATB1
SATB1	UBE2I
UBE2I	WT1
GABRE	ALG9
ALG9	XBP1
XBP1	FOS
SATB1	EP300
CUX1	RECQL5
RECQL5	CREB1
ALG9	RTF1
RTF1	STAT1
GABRE	GP1BB
GP1BB	LYN
LYN	CREBBP
SATB1	PML
PML	ARNT
CUX1	TLE4
TLE4	PAX5
CUX1	CDK7
CDK7	HSP90AA1
CCNA1	SP1
MYC	CEBPA
GABRG2	GABARAP
GABARAP	KEAP1
KEAP1	BBS1
BBS1	PAX2
GABARAP	DVL2
DVL2	TP53
GABARAP	TAX1BP1
TAX1BP1	TNIP1
TNIP1	NFKB1
GABARAP	SQSTM1
SQSTM1	HIF1A
TAX1BP1	ITCH
ITCH	JUN
GABARAP	NEDD4
NEDD4	YY1
YY1	MYC
NEDD4	MDM2
MDM2	WT1
KEAP1	RELA
NEDD4	SMAD3
SMAD3	FOS
NEDD4	ERBB3
ERBB3	EGR1
NEDD4	AKT1
AKT1	CREB1
GABARAP	ATG7
ATG7	STAT1
SMAD3	CREBBP
ATG7	EP300
KEAP1	HSP90AA1
SMAD3	SP1
SMAD3	CEBPA
TNFSF11	EZH2
EZH2	BRCA1
TNFSF11	SRC
SRC	TP53
TNFSF11	EEF1A1
EEF1A1	ABCC2
ABCC2	NFKB1
EEF1A1	GNB2L1
EEF1A1	MDM2
MDM2	JUN
EEF1A1	GTF2I
GTF2I	MYC
EZH2	RELA
EEF1A1	POLR2E
POLR2E	FOS
BRCA1	CREB1
SRC	STAT1
SRC	CREBBP
EEF1A1	DDX17
DDX17	EP300
EEF1A1	HSP90AA1
EEF1A1	RBBP8
RBBP8	RB1
EZH2	ELAVL1
GLI3	WNT5A
JUN	CCND2
CREB1	PCNA
MAPK9	JUN
CREB3L3	IL8
