GABRA1	PRKCD
PRKCD	SP1
PRKCD	EP300
EP300	CREB1
PRKCD	STAT3
STAT3	JUN
ADRA2B	UCHL1
UCHL1	CTNNB1
CTNNB1	SP1
UCHL1	TP53
TP53	CREB1
UCHL1	UBE2I
UBE2I	JUN
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
ZCCHC10	PIN1
PIN1	JUN
GABRA4	APP
APP	MAPK8
MAPK8	SP1
APP	KAT5
KAT5	CREB1
MAPK8	JUN
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	RNF34
RNF34	TP53
NOD1	CASP9
CASP9	JUN
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
TRAK2	GSK3B
GSK3B	CREB1
GSK3B	JUN
GABRB3	MEOX2
MEOX2	RELA
RELA	SP1
GABRB3	PRKACA
PRKACA	CREB1
RELA	JUN
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	ATXN3
ATXN3	CREB1
UBQLN1	HCVgp1
HCVgp1	JUN
GABRE	CUX1
CUX1	CCNA1
CCNA1	SP1
CUX1	RECQL5
RECQL5	CREB1
GABRE	HLA-A
HLA-A	STAT3
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SP1
NEDD4	AKT1
AKT1	CREB1
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
JUN	CYP11A1
CEBPD	IL6
ESR2	JUN
JUN	JUN
