GABRA1	PRKCD
PRKCD	SP1
PRKCD	STAT3
STAT3	JUN
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
ZCCHC10	PIN1
PIN1	JUN
GABRA4	APP
APP	MAPK8
MAPK8	SP1
MAPK8	JUN
CHRNA4	YWHAH
YWHAH	YWHAZ
YWHAZ	CTNNB1
CTNNB1	SP1
YWHAH	ABL1
ABL1	JUN
CHRNA7	FYN
FYN	CTNNB1
FYN	BCL3
BCL3	JUN
GRIA2	GRIP1
GRIP1	CTNNB1
GRIA2	SDCBP
SDCBP	MBD3
MBD3	JUN
GRIK2	DLG1
DLG1	BTRC
BTRC	SP1
GRIK2	SDCBP
GABRB1	NOD1
NOD1	HSP90AA1
HSP90AA1	SP1
NOD1	CASP9
CASP9	JUN
GABRB2	TRAK2
TRAK2	PRKAB2
PRKAB2	CRX
CRX	SP1
TRAK2	GSK3B
GSK3B	JUN
GABRB3	MEOX2
MEOX2	RELA
RELA	SP1
RELA	JUN
GABRD	UBQLN1
UBQLN1	APP
UBQLN1	HCVgp1
HCVgp1	JUN
GABRE	CUX1
CUX1	CCNA1
CCNA1	SP1
GABRE	HLA-A
HLA-A	STAT3
GABRG2	GABARAP
GABARAP	NEDD4
NEDD4	SMAD3
SMAD3	SP1
GABARAP	TAX1BP1
TAX1BP1	ITCH
ITCH	JUN
USF1	APOC3
USF2	APOC3
