GABRA1	PRKCD
PRKCD	SP1
PRKCD	STAT3
STAT3	JUN
PRKCD	TP53
PRKCD	EP300
EP300	CREB1
PRKCD	APP
APP	MYC
EP300	CREBBP
STAT3	HIF1A
EP300	ARNT
EP300	ETS1
EP300	FOS
EP300	TFAP2A
STAT3	PML
PML	E2F4
PRKCD	STAT1
EP300	ATF4
EP300	ATF2
STAT3	COPS5
COPS5	CREB3
TP53	NFYA
NFYA	ATF6B
PRKCD	ELAVL1
ELAVL1	CREB3L2
EP300	DDIT3
DDIT3	CREB3L1
EP300	BRCA1
BRCA1	CREB5
EP300	SMAD3
EP300	JUND
EP300	SMAD4
EP300	TP63
TP63	ETV4
STAT3	NFKB1
STAT3	RELA
EP300	JUNB
EP300	EGR1
PRKCD	HSP90AA1
HSP90AA1	NFIC
EP300	RARA
EP300	USF2
STAT3	NCOA1
NCOA1	RARB
NCOA1	RARG
EP300	EPAS1
EP300	ESR1
BRCA1	ATF1
PRKCD	YWHAG
YWHAG	YAP1
ELAVL1	CEBPA
STAT3	SMAD1
SMAD1	LEF1
HSP90AA1	NR3C2
PRKCD	INSR
INSR	TEAD1
EP300	GOLGA2
GOLGA2	TEAD4
EP300	E2F1
E2F1	TEAD3
ELAVL1	DAZAP2
DAZAP2	TCF7
ELAVL1	TCF7L2
EP300	CTNNB1
CTNNB1	TCF7L1
YWHAG	WWTR1
SP1	POU2F1
EP300	RUNX1
STAT3	HDAC3
HDAC3	RUNX1T1
STAT1	HSF1
HSP90AA1	PPARD
EP300	RXRA
APP	AKAP13
AKAP13	RXRB
EP300	PPARG
PPARG	RXRG
EP300	SMAD2
ELAVL1	HOXA5
HSP90AA1	PPARA
EP300	MYB
EP300	SP3
PRKCD	FLI1
PRKCD	HSPA4
HSPA4	ERG
EP300	PAX6
APP	MCM7
MCM7	SP2
PML	SPI1
EP300	ZBTB17
TP53	PIAS2
STAT3	HDAC1
HDAC1	CREM
EP300	MAX
APP	HMGA1
HMGA1	POU2F2
EP300	CEBPB
EP300	IRF3
EP300	NFATC1
NFATC1	EGR2
PRKCD	VHL
VHL	GLI1
HDAC1	GLI2
PRKCD	GSK3A
GSK3A	GLI3
PRKCD	TNFRSF1A
TNFRSF1A	SOS1
STAT3	EGFR
EGFR	SOS2
TP53	WT1
GABRA3	SDCBP2
SDCBP2	ZCCHC10
ZCCHC10	TP53
TP53	SP1
ZCCHC10	PIN1
PIN1	JUN
TP53	CREB1
SDCBP2	C1orf35
C1orf35	APP
TP53	CREBBP
TP53	EP300
SDCBP2	TIFA
TIFA	TRAF6
TRAF6	HIF1A
HIF1A	ARNT
TP53	ETS1
SDCBP2	PRPF40A
PRPF40A	UBE2I
UBE2I	FOS
TP53	TFAP2A
SDCBP2	BEND7
BEND7	C1QBP
C1QBP	CEBPA
CEBPA	E2F4
TRAF6	STAT3
TIFA	IRAK1
IRAK1	STAT1
IRAK1	BTRC
BTRC	ATF4
SDCBP2	C11orf57
C11orf57	MAPK8
MAPK8	ATF2
IRAK1	EMD
EMD	CREB3
BEND7	TRIM27
TRIM27	NFYC
NFYC	ATF6B
PRPF40A	HNRNPK
HNRNPK	ELAVL1
PRPF40A	UBQLN4
UBQLN4	RUNX1T1
RUNX1T1	CREB3L1
TRAF6	TRAF2
TRAF2	CREB5
TP53	SMAD3
SDCBP2	SEC23A
SEC23A	TPM1
TPM1	JUND
ZCCHC10	SNIP1
SNIP1	SMAD4
PRPF40A	HTT
HTT	ETV4
SDCBP2	ZNF581
ZNF581	BANP
BANP	NFKB1
TP53	BRCA1
TP53	RELA
SDCBP2	LYAR
LYAR	NPM1
NPM1	JUNB
TP53	EGR1
TRAF6	SMURF1
SMURF1	NFIC
PIN1	RARA
CEBPA	RARB
SDCBP2	PRR13
PRR13	LNX1
LNX1	ACY3
ACY3	RARG
PRPF40A	TERF2IP
TERF2IP	EPAS1
TP53	ESR1
PRPF40A	CSNK2A2
CSNK2A2	ATF1
PIN1	YAP1
TRIM27	PIAS4
PIAS4	LEF1
IRAK1	HSP90AA1
TRIM27	TEAD4
TEAD4	TEAD1
C1QBP	PHB2
PHB2	TEAD3
UBQLN4	DAZAP2
UBE2I	TCF7L2
ZNF581	SUV39H1
SUV39H1	CTNNB1
HIF1A	WWTR1
PRPF40A	XRCC6
XRCC6	POU2F1
TRAF6	RUNX1
ZNF581	GOPC
GOPC	HSF1
UBE2I	RXRA
IRAK1	CUL1
CUL1	RXRG
TP53	SMAD2
TP53	MAPK14
MAPK14	HOXA5
UBE2I	PPARA
TRAF6	MYB
PRPF40A	SFPQ
SFPQ	SP3
PRPF40A	PIAS1
PIAS1	FLI1
PIN1	PPARG
SEC23A	HSPA4
TRAF6	MCM7
PRPF40A	NONO
NONO	SPI1
IRAK1	HSPB1
HSPB1	ZBTB17
TRIM27	PIAS2
TRIM27	HDAC1
SNIP1	MAX
ZNF581	KDM1A
KDM1A	E2F1
XRCC6	POU2F2
HNRNPK	CEBPB
PIN1	IRF3
UBE2I	EGR2
TRAF6	ITCH
ITCH	GLI1
TRAF6	KRAS
KRAS	GLI3
TRAF6	NTRK1
NTRK1	SOS1
NTRK1	SOS2
GABRA4	APP
APP	MAPK8
MAPK8	SP1
MAPK8	JUN
MAPK8	TP53
APP	KAT5
KAT5	CREB1
APP	CDC20
CDC20	CREBBP
MAPK8	EP300
MCM7	HIF1A
APP	PSEN2
PSEN2	ELAVL1
ELAVL1	ARNT
APP	MAPK7
MAPK7	ETS1
MAPK7	FOS
MYC	TFAP2A
APP	EEF1D
EEF1D	HCFC1
HCFC1	E2F4
MAPK8	STAT3
APP	HDAC4
HDAC4	STAT1
PSEN2	APH1A
APH1A	ATF4
HCFC1	CREB3
APP	CUL3
CUL3	NXF1
NXF1	ATF6B
CUL3	PGRMC1
PGRMC1	CREB3L1
MAPK8	TRAF2
APP	GSK3B
GSK3B	SMAD3
MAPK8	JUND
APP	CSNK1D
CSNK1D	SMAD4
APP	HSPA8
HSPA8	HTT
GSK3B	NFKB1
KAT5	BRCA1
EEF1D	RELA
MAPK8	JUNB
RELA	EGR1
ELAVL1	NFIC
APP	PHF8
PHF8	RARA
RELA	USF2
MAPK8	CEBPA
MAPK8	NCOA3
NCOA3	RARG
MCM7	EPAS1
APP	DDX54
DDX54	ESR1
ATF2	ATF1
APP	TAF6
TAF6	YAP1
APP	HGS
HGS	DAZAP2
DAZAP2	LEF1
APP	C9orf41
C9orf41	NR3C2
HGS	INSR
MCM7	TRIM27
KAT5	E2F1
APP	FBLN1
FBLN1	TCF7L2
DAZAP2	TCF7L1
APP	YWHAG
HSPA8	POU2F1
MYC	RUNX1
APP	APBB1
APBB1	HDAC1
HDAC1	RUNX1T1
MAPK8	HSF1
MAPK8	CTNNB1
CTNNB1	PPARD
GSK3B	RXRA
MAPK8	NR4A1
NR4A1	RXRG
CSNK1D	SMAD2
AKAP13	PPARA
KAT5	MYB
RELA	SP3
APP	ELK1
ELK1	FLI1
APP	RFX5
